ID_Consumidor,Genero,Idoso,Parceiro,Dependentes,Nro_Meses_Cliente_na_Empresa,Servico_Telefone,Muitas_Linhas_Telefone,Servico_Internet,Seguranca_OnLine,Backup_OnLine,Dispositivo_Protecao,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Faturamento_Sem_Papel,Metodo_Pagamento,Valor_Mensal,Valor_Total,Rotatividade
8464-EETCQ,M,0,N,N,57,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,18.8,1094.35,N
2419-FSORS,M,0,S,N,72,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,108.4,7719.5,N
8132-YPVBX,F,0,N,N,6,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Fisico,85.95,514.6,N
9102-IAYHT,F,0,S,S,17,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,85.45,1451.6,S
6754-LZUKA,M,0,S,N,61,S,S,DSL,N,S,S,N,S,S,Bi-Anual,N,Transferencia_bancaria,80.9,4932.5,N
3422-LYEPQ,M,0,S,S,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,71.0,71.0,S
8099-MZPUJ,M,0,S,S,48,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,111.8,5443.65,N
0787-LHDYT,M,0,N,N,16,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cartao_Credito,20.6,330.25,N
2642-DTVCO,M,1,N,N,9,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,85.05,746.5,S
0374-IOEGQ,F,0,N,N,3,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,44.6,122.7,N
4361-JEIVL,M,0,N,S,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,44.4,44.4,S
3197-NNYNB,M,0,N,N,65,S,S,Fibra_otica,N,S,S,N,S,S,Bi-Anual,N,Cartao_Credito,105.1,6631.85,N
3396-DKDEL,F,0,S,S,70,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,115.15,8250.0,N
1752-OZXFY,M,0,S,N,60,S,N,DSL,S,N,N,N,S,N,Anual,S,Cheque_Fisico,59.8,3561.15,N
9066-QRSDU,F,0,S,N,69,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cheque_Eletronico ,26.3,1763.55,N
9112-WSNPU,F,1,N,N,35,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,70.55,2419.0,N
9867-NNXLC,F,0,N,N,22,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.05,470.2,N
5321-NTRKC,M,0,S,S,66,S,S,DSL,N,S,S,N,S,S,Bi-Anual,N,Transferencia_bancaria,79.85,5234.95,N
1363-TXLSL,M,1,S,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.3,70.3,S
9507-EXLTT,F,0,S,N,1,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Transferencia_bancaria,79.35,79.35,S
3161-GETRM,M,0,S,S,34,S,S,Fibra_otica,N,N,S,N,N,S,Mes-a-mes,S,Cartao_Credito,90.05,3097.0,N
0402-OAMEN,F,0,S,S,72,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,24.45,1709.1,N
6933-VLYFX,M,0,S,S,31,N,Sem_Telefone,DSL,S,N,S,S,S,S,Anual,N,Cheque_Eletronico ,59.95,1848.8,N
6754-WKSHP,M,0,N,S,30,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,25.35,723.3,N
9846-GKXAS,F,0,N,N,9,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Transferencia_bancaria,90.8,809.75,S
6017-PPLPX,M,0,S,S,20,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.45,1470.95,S
4976-LNFVV,M,1,S,N,19,N,Sem_Telefone,DSL,N,S,S,N,N,N,Mes-a-mes,S,Cartao_Credito,34.3,577.15,N
5055-MGMGF,F,0,S,N,65,S,S,Fibra_otica,S,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,105.05,6914.95,N
4641-FROLU,F,0,S,S,30,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.3,602.9,N
2862-JVEOY,M,0,N,N,6,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,19.15,124.4,N
2969-QWUBZ,F,0,N,N,2,N,Sem_Telefone,DSL,N,S,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,51.4,96.8,N
9822-BIIGN,M,0,S,S,53,S,S,DSL,S,N,N,S,N,S,Mes-a-mes,N,Cheque_Eletronico ,71.85,3827.9,N
2077-MPJQO,M,1,S,N,7,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,75.4,533.05,N
1534-OULXE,F,0,S,S,61,S,N,DSL,S,N,N,N,N,N,Anual,S,Transferencia_bancaria,49.7,2961.4,N
7136-RVDTZ,M,1,N,N,70,N,Sem_Telefone,DSL,N,N,N,N,S,S,Anual,S,Cheque_Eletronico ,45.25,3264.45,S
2971-SGAFL,F,0,N,N,13,S,S,DSL,S,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,78.75,995.35,N
1480-IVEVR,M,1,S,N,35,S,S,Fibra_otica,N,N,S,N,N,N,Anual,S,Transferencia_bancaria,81.6,2815.25,N
2905-KFQUV,F,0,S,N,2,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cartao_Credito,70.4,154.8,N
4581-SSPWD,F,0,N,N,3,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,75.8,246.3,S
3370-HXOPH,F,0,N,N,3,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,76.1,257.6,N
9391-YZEJW,F,0,N,N,62,S,S,Fibra_otica,N,N,N,N,S,S,Anual,S,Transferencia_bancaria,94.0,5757.2,N
9958-MEKUC,M,0,S,S,72,S,S,Fibra_otica,S,S,S,S,N,S,Bi-Anual,N,Cartao_Credito,103.95,7517.7,N
0281-CNTZX,M,0,S,N,63,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,19.95,1234.8,N
6927-WTFIV,M,1,N,N,20,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cartao_Credito,71.3,1389.2,S
4118-CEVPF,F,1,N,N,35,S,S,Fibra_otica,S,S,S,S,S,S,Anual,S,Transferencia_bancaria,110.8,3836.3,N
3398-ZOUAA,M,1,S,N,21,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.1,1474.75,S
9114-VEPUF,M,0,S,N,62,S,S,Fibra_otica,S,S,N,N,N,S,Anual,N,Cheque_Eletronico ,96.1,6001.45,N
7876-BEUTG,F,0,N,N,15,S,S,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,48.8,720.1,N
2338-BQEZT,F,0,N,N,55,S,N,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cartao_Credito,50.55,2832.75,N
9873-MNDKV,F,0,N,N,11,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,44.65,472.25,N
0378-NHQXU,F,0,S,S,17,S,S,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,88.25,1460.65,S
8241-JUIQO,F,0,N,N,61,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,19.45,1336.35,N
2194-IIQOF,F,0,S,N,71,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,89.3,6388.65,N
4512-ZUIYL,F,0,N,N,2,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,70.0,153.05,S
9631-RXVJM,M,0,N,N,35,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.25,677.9,N
9584-EXCDZ,F,0,N,N,17,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,70.5,1165.6,N
7969-AULMZ,F,0,N,N,21,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,97.35,2119.5,S
5093-FEGLU,F,0,S,N,47,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,19.65,921.55,N
2621-UDNLU,F,0,S,N,3,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.85,72.0,N
7526-IVLYU,M,0,N,N,3,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,19.65,68.35,N
2428-HYUNX,M,1,S,N,44,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cartao_Credito,19.35,847.25,N
9214-EKVXR,F,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,44.0,44.0,N
3410-MHHUM,F,0,S,S,44,S,S,Fibra_otica,N,S,S,N,N,S,Anual,N,Cheque_Eletronico ,94.4,4295.35,N
0568-ONFPC,M,0,S,S,5,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Transferencia_bancaria,25.9,135.0,S
0733-VUNUW,M,0,N,N,24,S,S,DSL,S,N,N,N,N,N,Mes-a-mes,S,Transferencia_bancaria,55.65,1400.55,S
4550-EVXNY,F,0,N,S,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.65,69.65,S
2122-YWVYA,F,0,N,N,18,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,75.4,1380.4,N
2968-SSGAA,F,0,N,N,10,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.6,1060.2,S
2296-DKZFP,F,0,S,N,65,S,N,DSL,S,S,S,N,N,S,Bi-Anual,N,Transferencia_bancaria,71.0,4386.2,N
4844-JJWUY,F,1,N,N,1,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,86.0,86.0,S
6777-TGHTM,F,0,N,N,53,S,S,Fibra_otica,S,N,S,N,S,S,Anual,S,Cartao_Credito,106.95,5785.5,S
8909-BOLNL,M,0,N,N,3,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,21.2,52.05,N
6603-YRDCJ,M,0,S,N,33,S,N,DSL,S,S,N,S,N,N,Bi-Anual,S,Cheque_Fisico,61.05,2018.4,N
3538-WZPHD,M,0,N,N,3,N,Sem_Telefone,DSL,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,29.6,79.45,S
3229-USWAR,F,0,N,N,34,S,N,DSL,S,N,S,S,S,S,Anual,S,Transferencia_bancaria,79.95,2727.3,N
2138-VFAPZ,F,0,S,S,14,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,19.7,263.65,N
6131-JLWZM,F,0,N,N,13,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.3,275.4,N
4785-QRJHC,M,1,S,N,46,N,Sem_Telefone,DSL,N,S,S,S,S,S,Anual,S,Transferencia_bancaria,59.9,2816.65,S
0269-XFESX,M,0,S,S,23,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,24.35,538.5,N
1709-EJDOX,F,0,S,S,47,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.75,948.9,N
4316-XCSLJ,M,0,N,S,17,S,N,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,50.3,846.8,N
8610-WFCJF,F,0,S,S,49,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,95.6,4783.5,S
9693-XMUOB,M,1,S,N,59,N,Sem_Telefone,DSL,N,S,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,50.25,2997.45,N
0383-CLDDA,F,0,N,N,69,S,S,DSL,S,N,S,S,S,S,Bi-Anual,S,Cartao_Credito,85.35,5897.4,N
4905-JEFDW,M,0,N,N,11,N,Sem_Telefone,DSL,N,N,S,N,S,N,Anual,S,Cheque_Eletronico ,41.6,470.6,S
2709-UQGNP,M,0,N,N,10,S,N,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,51.65,524.5,N
3549-ZTMNH,M,0,S,S,12,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,24.0,269.65,N
7881-INRLC,M,0,N,N,45,S,S,Fibra_otica,N,S,N,N,S,S,Mes-a-mes,S,Cartao_Credito,100.85,4740.0,S
8033-ATFAS,F,0,S,S,39,S,N,DSL,N,N,S,N,S,N,Mes-a-mes,S,Cheque_Fisico,59.85,2341.5,N
1635-NZATJ,M,1,S,N,71,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,25.45,1789.65,N
0562-HKHML,M,0,S,S,71,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,23.9,1626.4,N
8277-RVRSV,F,0,S,S,33,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cartao_Credito,24.15,800.3,N
9943-VSZUV,M,1,N,N,67,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,75.7,5060.85,N
0117-LFRMW,M,0,S,S,37,N,Sem_Telefone,DSL,S,S,S,N,N,N,Mes-a-mes,N,Transferencia_bancaria,40.2,1448.8,S
6172-FECYY,M,0,S,S,49,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,84.5,4254.85,S
7054-ENNGU,F,0,S,N,9,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,50.85,466.6,N
1455-HFBXA,M,0,S,N,52,S,S,Fibra_otica,S,N,S,S,N,N,Bi-Anual,S,Cartao_Credito,91.6,4627.8,N
9402-CXWPL,F,0,N,N,70,S,S,Fibra_otica,N,S,N,N,S,S,Anual,N,Cheque_Eletronico ,98.9,6838.6,N
1628-BIZYP,M,0,N,N,1,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,85.0,85.0,N
1965-AKTSX,F,1,N,N,14,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,78.95,1101.85,S
0082-LDZUE,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,44.3,44.3,N
4786-UKSNZ,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.2,20.2,S
5343-SGUBI,F,0,N,N,52,S,S,Fibra_otica,N,S,N,N,N,N,Anual,S,Cheque_Fisico,80.2,4297.6,N
0856-NAOES,M,0,N,N,6,S,N,DSL,N,N,S,N,S,N,Mes-a-mes,N,Cheque_Fisico,60.9,414.1,N
1976-AZZPJ,M,0,S,N,7,N,Sem_Telefone,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,34.2,256.6,N
7248-VZQLC,F,1,N,N,47,S,S,Fibra_otica,N,S,S,N,N,N,Mes-a-mes,S,Transferencia_bancaria,85.2,3969.35,S
6156-UZDLF,F,0,N,N,26,S,N,Fibra_otica,S,N,S,S,N,N,Anual,S,Cartao_Credito,87.15,2274.1,N
3099-OONVS,M,0,S,S,25,S,N,DSL,S,N,N,S,N,N,Mes-a-mes,N,Cheque_Eletronico ,54.3,1296.8,N
9500-WBGRP,M,0,N,N,69,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,19.1,1268.85,N
5183-KLYEM,F,0,N,N,72,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,112.75,8192.6,N
5144-PQCDZ,M,0,N,N,4,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,19.95,59.25,N
8514-VZHEB,M,0,S,S,59,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.5,1147.85,N
6625-IUTTT,M,0,N,N,67,S,N,DSL,S,N,S,N,N,S,Bi-Anual,N,Transferencia_bancaria,65.55,4361.55,N
9355-NPPFS,F,1,N,N,26,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,78.8,2006.1,N
0068-FIGTF,F,0,N,N,27,S,N,DSL,N,S,S,S,S,S,Anual,N,Cheque_Fisico,78.2,2078.95,N
5965-GGPRW,M,0,S,S,72,S,S,Fibra_otica,S,N,S,N,S,S,Bi-Anual,N,Transferencia_bancaria,105.25,7609.75,N
8035-PWSEV,F,0,N,N,6,S,N,Fibra_otica,N,N,S,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,89.25,487.05,N
2236-HILPA,M,0,S,S,62,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,20.65,1218.45,N
1840-BIUOG,M,0,N,N,20,S,S,DSL,N,S,N,S,S,N,Anual,S,Cheque_Eletronico ,68.7,1416.2,N
1356-MKYSK,M,0,N,N,6,S,N,DSL,S,N,S,S,S,S,Mes-a-mes,N,Cartao_Credito,78.65,483.3,N
6080-LNESI,M,0,N,N,51,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,24.75,1234.6,N
1830-IPXVJ,F,0,S,S,61,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,19.75,1311.6,N
5828-DWPIL,M,1,S,N,62,S,S,Fibra_otica,S,S,S,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,89.1,5618.3,N
8398-TBIYD,F,0,N,N,72,S,S,Fibra_otica,S,N,N,S,N,N,Bi-Anual,S,Transferencia_bancaria,84.7,6185.15,N
0011-IGKFF,M,1,S,N,13,S,N,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,98.0,1237.85,S
4192-GORJT,M,0,S,N,5,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,94.45,498.1,S
6496-SLWHQ,M,1,N,N,3,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,105.0,294.45,S
9912-GVSEQ,F,1,S,N,26,S,S,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,93.85,2381.55,S
2931-FSOHN,M,1,N,N,13,S,N,DSL,N,S,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,59.9,788.35,N
9418-RUKPH,F,0,S,S,38,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,19.95,756.4,N
5383-MMTWC,F,1,S,N,8,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,84.0,613.4,S
9971-ZWPBF,M,1,S,S,34,S,S,Fibra_otica,N,S,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,108.9,3625.2,N
4712-AUQZO,M,0,N,N,18,N,Sem_Telefone,DSL,S,N,S,N,N,N,Mes-a-mes,N,Cheque_Fisico,33.6,550.35,N
9711-FJTBX,M,0,S,S,56,S,N,Fibra_otica,N,S,S,S,N,N,Anual,S,Cheque_Fisico,85.85,4793.8,N
2908-ZTPNF,F,0,N,N,36,N,Sem_Telefone,DSL,N,S,N,S,N,N,Mes-a-mes,S,Transferencia_bancaria,34.85,1267.2,N
7240-ETPTR,F,0,S,N,9,N,Sem_Telefone,DSL,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,48.75,442.2,S
2202-CUYXZ,M,0,N,N,1,S,N,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,84.85,84.85,S
5995-OIGLP,M,0,N,N,12,S,N,DSL,S,N,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,56.65,654.85,S
8421-WZOOW,F,1,S,S,57,S,N,Fibra_otica,N,S,S,S,S,N,Mes-a-mes,S,Cartao_Credito,95.3,5567.45,N
6261-RCVNS,F,0,N,N,42,S,N,DSL,S,S,S,S,N,S,Anual,N,Cartao_Credito,73.9,3160.55,S
7951-QKZPL,F,0,S,S,33,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,24.5,740.3,S
1414-YADCW,M,0,S,N,70,S,N,Fibra_otica,S,S,N,S,N,N,Bi-Anual,N,Transferencia_bancaria,84.6,5706.2,N
8756-RDDLT,F,0,N,N,68,N,Sem_Telefone,DSL,N,S,N,S,N,S,Mes-a-mes,N,Cheque_Eletronico ,44.95,3085.35,N
2862-PFNIK,M,0,N,S,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,24.7,24.7,N
5816-QVHRX,F,0,N,N,37,S,S,Fibra_otica,N,N,N,S,S,S,Mes-a-mes,N,Cartao_Credito,100.3,3541.4,N
4430-YHXGG,F,0,N,S,4,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,25.45,84.2,N
6888-SBYAI,M,0,N,N,1,S,N,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,50.7,50.7,N
7395-XWZOY,M,0,N,N,20,N,Sem_Telefone,DSL,S,S,S,S,S,N,Mes-a-mes,S,Cartao_Credito,55.0,1165.55,N
7169-YWAMK,M,0,S,S,72,S,N,DSL,S,S,N,S,S,N,Bi-Anual,N,Transferencia_bancaria,68.4,4855.35,N
3640-PHQXK,F,0,N,N,31,S,S,Fibra_otica,N,N,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,89.9,2806.9,S
6877-LGWXO,M,1,S,N,18,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,78.55,1422.65,S
6859-RKMZJ,M,0,S,N,11,S,N,DSL,N,N,N,N,S,N,Mes-a-mes,S,Transferencia_bancaria,55.05,608.15,N
2729-VNVAP,F,0,S,S,33,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,19.8,641.35,N
2957-JIRMN,F,1,N,N,62,S,S,Fibra_otica,N,N,N,N,S,N,Anual,N,Cheque_Eletronico ,84.45,4959.15,N
2049-BAFNW,F,0,N,N,1,N,Sem_Telefone,DSL,N,N,S,S,N,N,Mes-a-mes,N,Cheque_Fisico,35.9,35.9,N
3842-QTGDL,M,0,S,N,16,S,N,Fibra_otica,S,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,80.75,1321.3,N
7163-OCEQI,M,0,S,S,22,S,S,DSL,N,N,S,S,S,S,Anual,S,Cheque_Fisico,78.65,1663.75,N
9782-LGXMC,F,0,S,S,49,S,N,DSL,S,N,S,S,N,N,Mes-a-mes,N,Transferencia_bancaria,61.75,3024.15,N
5975-BAICR,M,0,S,S,36,S,N,DSL,S,N,S,N,N,S,Anual,S,Cartao_Credito,63.7,2188.5,N
8019-ENHXU,M,0,S,N,42,S,S,Fibra_otica,N,S,S,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,99.45,4138.05,S
5167-GBFRE,M,1,N,N,4,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,S,Transferencia_bancaria,25.2,102.5,S
